0,1,2.2965364412500446,-0.0735648505734971,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2362165537729398,1,0,1,0,0.7045157264660926,0,1,0,0,1,-0.8168020154605861,-0.086442960383854,+
0,1,-0.5219130316321727,-0.5463685124668363,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1501257931074569,1,0,0,1,-0.5040186939779314,1,0,0,0,1,1.0682188773591248,-0.1929342717310325,-
1,0,0.2676585963438295,-0.7464391146574914,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3204047436331996,0,1,0,1,-0.5040186939779314,0,1,1,0,0,-0.9059985876760298,-0.1931247749713673,-
1,0,0.2253903079082834,0.083704578014182,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.641018610939136,0,1,0,1,-0.5040186939779314,1,0,0,0,1,0.6519682070203874,-0.1919817555293582,+
1,0,1.4156653102532628,4.03236168692129,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1467388988424841,1,0,1,0,0.1002485162440806,0,1,0,0,1,-0.3589262780879749,-0.1904577296066795,+
0,1,-1.063792489375874,0.8800054822555954,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.3693874178049399,1,0,1,0,0.3016709196514179,1,0,0,0,1,-0.5967838039958249,-0.0978731548039447,+
1,0,0.0351830099483257,-0.0735648505734971,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.1268106296227631,1,0,1,0,0.1002485162440806,0,1,0,0,1,0.7768434081220086,-0.1359738028709137,+
0,1,0.2042561636905103,-0.645906125497013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.666252109754881,1,0,0,1,-0.5040186939779314,0,1,0,0,1,0.8303613514512749,-0.1931247749713673,-
0,1,-0.6698520411565843,-0.7962079211725797,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5430532625956555,0,1,1,0,-0.302596290570594,1,0,0,0,1,0.1167887737277249,-0.191029239327684,-
1,0,-0.1127559995760857,-0.7454437385271896,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.6543775220768834,0,1,0,1,-0.5040186939779314,0,1,0,0,1,-0.0616043707031624,-0.15902469495143,-
1,0,-1.0714007812942727,-0.8788241399876263,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.6172694355831407,0,1,1,0,-0.302596290570594,0,1,0,0,1,0.1167887737277249,-0.1929342717310325,-
0,1,-0.8668222652662292,-0.4965997059517479,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5178197637799105,1,0,1,0,0.3016709196514179,0,1,1,0,0,-0.5967838039958249,-0.1931247749713673,+
1,0,1.6760379670162269,1.0293119018008603,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.666252109754881,1,0,1,0,1.7116277435027794,0,1,0,0,1,-1.0724988558115247,0.0448137722068543,+
0,1,-0.7611515441773639,-0.8788241399876263,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5668024379516508,0,1,0,1,-0.5040186939779314,1,0,1,0,0,-0.2162117625432649,-0.1931247749713673,-
0,1,0.3800922435823821,-0.7623651327423197,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0725227258549988,1,0,1,0,1.7116277435027794,0,1,0,0,1,-1.0724988558115247,-0.1062552973786779,+
1,0,-1.042658345158101,-0.961440358802673,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.666252109754881,0,1,0,1,-0.5040186939779314,1,0,1,0,0,1.9007202180366,-0.1929342717310325,+
1,0,-0.9302246979195484,-0.4806736878669196,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0725227258549988,1,0,1,0,1.7116277435027794,1,0,0,0,1,0.1167887737277249,0.3783849460331684,+
0,1,-0.7611515441773639,0.7227360536679164,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.064035032441974,0,1,0,1,-0.5040186939779314,0,1,0,0,1,-0.0972829995893399,-0.1931247749713673,+
1,0,-0.8177910506809958,-0.9116715522875848,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.4688370896081701,1,0,0,1,-0.5040186939779314,1,0,0,0,1,-1.0724988558115247,-0.1931247749713673,+
