1,0,-0.05696185884116515,-0.961440358802673,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.29517124481745466,1,0,1,0,-0.30259629057059406,0,1,0,0,1,0.1286816500231175,-0.19312477497136735,+
0,1,2.2965364412500446,-0.07356485057349713,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23621655377293985,1,0,1,0,0.7045157264660926,0,1,0,0,1,-0.8168020154605861,-0.086442960383854,+
0,1,-0.5920783904351792,-0.8619027457724964,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.2209550718299694,1,0,0,1,-0.5040186939779314,0,1,0,0,1,0.5925038255434248,-0.03615010493545485,+
1,0,-0.310571589454442,-0.6548645106697288,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.44699048505739797,1,0,1,0,0.5030933230587553,1,0,0,0,1,-0.4778550410418999,-0.19255326525036282,+
1,0,-0.9581217682870087,0.15835778778681453,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1586134865204818,1,0,0,1,-0.5040186939779314,0,1,1,0,0,-0.3589262780879749,-0.19312477497136735,+
1,0,0.04870886224770021,-0.16513945456125964,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07590962011997165,1,0,0,1,-0.5040186939779314,1,0,0,0,1,1.0682188773591248,-0.19312477497136735,+
1,0,0.1408537310371911,-0.7544021236999056,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.263368387919736,1,0,0,1,-0.5040186939779314,1,0,0,0,1,-0.09728299958933997,5.766769098904266,+
0,1,-0.7256461818915049,1.3448461351065206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.6543775220768834,1,0,0,1,-0.5040186939779314,0,1,0,0,1,-0.5967838039958249,0.06386409624033891,+
1,0,1.9372559895479025,-0.8619027457724964,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5093320703668855,1,0,0,1,-0.5040186939779314,0,1,0,0,1,-0.0021399892261999894,-0.13330675750622592,+
1,0,0.929579993244482,0.017014377283963655,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27332464026668246,1,0,0,1,-0.5040186939779314,1,0,0,0,1,-0.7632840721313199,0.08158089759147952,+
1,0,-0.7966569064632227,-0.7962079211725797,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.02354005168325859,0,1,0,1,-0.5040186939779314,1,0,0,0,1,-0.31135477290640495,-0.19312477497136735,+
